stream,study_hours,attendance,sleep_hours,internet_usage,mathematics,physics,chemistry,biology,computer_science,english,previous_score,exam_score,strongest_subject,recommended_career,performance_level,attendance_status
Computer Science,5.5,87,6.8,2.6,85,71,75,0,76,85,78.4,83.16,Mathematics,Financial Analyst,Good,Eligible
Computer Science,6.4,85,6.8,2.8,75,71,82,0,91,85,80.8,86.88,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,5.7,85,7.7,2.7,76,70,86,79,0,73,76.8,80.13,Chemistry,Chemical Engineer,Good,Eligible
Computer Science,1.3,37,5.3,8.2,40,45,40,0,37,46,41.6,25.58,English,Lawyer,Needs Improvement,Shortage
Computer Science,2.1,62,5.3,7.4,49,38,53,0,31,49,44.0,36.58,Chemistry,Materials Scientist,Needs Improvement,Shortage
Biology,4.8,78,7.2,5.4,52,56,70,55,0,77,62.0,66.34,English,Journalist,Average,Eligible
Biology,1.8,55,5.2,7.1,58,60,49,37,0,49,50.6,34.09,Physics,Research Scientist,Needs Improvement,Shortage
Biology,6.1,81,7.6,2.8,76,79,76,82,0,75,77.6,83.19,Biology,Doctor,Good,Eligible
Computer Science,9.7,96,8.2,1.3,94,95,82,0,87,80,87.6,98.82,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,4.2,72,6.9,4.8,59,63,66,0,67,58,62.6,60.25,Computer Science,AI Engineer,Average,Shortage
Biology,4.9,72,7.0,5.0,67,61,48,57,0,79,62.4,60.26,English,Teacher,Average,Shortage
Computer Science,4.4,77,7.0,4.0,73,64,56,0,68,73,66.8,69.24,Mathematics,Statistician,Average,Eligible
Biology,9.2,90,8.5,0.8,90,88,88,98,0,85,89.8,99.87,Biology,Microbiologist,Excellent,Eligible
Biology,3.4,76,5.7,3.4,67,56,70,50,0,74,63.4,65.04,English,Lawyer,Average,Eligible
Biology,1.6,44,5.3,7.5,39,29,21,33,0,29,30.2,19.05,Mathematics,Statistician,Needs Improvement,Shortage
Biology,3.2,78,6.8,4.1,61,61,71,67,0,72,66.4,63.77,English,Teacher,Average,Eligible
Biology,3.3,72,6.9,5.1,52,63,61,67,0,60,60.6,54.53,Biology,Biomedical Researcher,Average,Shortage
Biology,4.9,73,7.1,5.0,68,52,68,57,0,59,60.8,61.24,Mathematics,Statistician,Average,Shortage
Computer Science,5.4,77,6.5,3.8,90,85,70,0,71,79,79.0,81.66,Mathematics,Actuary,Good,Eligible
Computer Science,5.2,89,7.5,2.8,77,75,90,0,83,84,81.8,87.04,Chemistry,Pharmacist,Excellent,Eligible
Biology,4.9,80,6.8,3.5,74,58,58,75,0,56,64.2,66.91,Biology,Biotechnologist,Average,Eligible
Computer Science,1.5,48,3.7,8.7,39,15,38,0,30,34,31.2,13.93,Mathematics,Statistician,Needs Improvement,Shortage
Biology,9.9,90,7.8,2.4,98,98,97,88,0,89,94.0,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,5.7,86,6.9,3.9,83,74,74,0,84,70,77.0,83.47,Computer Science,Software Engineer,Good,Eligible
Biology,1.6,60,5.8,7.3,40,51,56,37,0,64,49.6,39.84,English,Teacher,Needs Improvement,Shortage
Computer Science,8.9,89,7.2,1.2,95,92,96,0,96,93,94.4,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,3.6,60,6.0,3.5,70,71,58,0,59,73,66.2,59.25,English,Journalist,Average,Shortage
Computer Science,5.2,75,7.9,3.7,84,80,86,0,92,84,85.2,90.0,Computer Science,Software Engineer,Excellent,Eligible
Biology,8.6,88,7.9,1.6,98,98,89,93,0,93,94.2,100.0,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,5.0,82,8.0,3.3,80,86,84,0,73,87,82.0,85.87,English,Content Writer,Excellent,Eligible
Computer Science,3.1,78,7.1,6.0,74,69,57,0,67,65,66.4,66.37,Mathematics,Actuary,Average,Eligible
Biology,6.0,86,7.6,2.3,85,74,87,71,0,66,76.6,82.33,Chemistry,Forensic Scientist,Good,Eligible
Biology,3.3,71,6.2,3.4,56,64,61,74,0,74,65.8,58.86,Biology,Biotechnologist,Average,Shortage
Computer Science,6.9,85,6.6,2.1,88,82,84,0,91,82,85.4,90.06,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Computer Science,5.6,80,7.6,3.8,83,75,72,0,80,69,75.8,78.47,Mathematics,Statistician,Good,Eligible
Biology,1.6,61,6.1,5.8,44,43,37,56,0,49,45.8,37.72,Biology,Doctor,Needs Improvement,Shortage
Computer Science,5.2,78,7.9,3.3,83,79,76,0,70,81,77.8,80.66,Mathematics,Financial Analyst,Good,Eligible
Computer Science,3.0,50,6.1,6.1,36,48,51,0,39,64,47.6,37.27,English,Teacher,Needs Improvement,Shortage
Computer Science,4.1,69,6.9,5.5,65,63,68,0,50,65,62.2,57.23,Chemistry,Materials Scientist,Average,Shortage
Computer Science,2.9,60,4.8,5.2,45,38,48,0,55,55,48.2,39.51,Computer Science,Software Engineer,Needs Improvement,Shortage
Computer Science,8.6,97,7.5,0.6,97,85,92,0,91,81,89.2,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,4.7,81,5.9,4.7,56,72,56,0,57,69,62.0,67.28,Physics,Mechanical Engineer,Average,Eligible
Biology,9.5,92,8.5,1.7,94,86,93,96,0,82,90.2,100.0,Biology,Biotechnologist,Excellent,Eligible
Biology,9.1,99,8.5,1.9,94,93,100,100,0,95,96.4,100.0,Chemistry,Pharmacist,Excellent,Eligible
Biology,2.5,44,4.6,5.4,38,59,42,57,0,43,47.8,34.37,Physics,Mechanical Engineer,Needs Improvement,Shortage
Biology,1.5,66,6.0,5.4,60,47,50,51,0,49,51.4,42.41,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,3.4,67,6.5,6.6,36,41,42,58,0,47,44.8,37.26,Biology,Doctor,Needs Improvement,Shortage
Biology,1.7,20,4.4,8.0,23,28,16,38,0,20,25.0,8.25,Biology,Biomedical Researcher,Needs Improvement,Shortage
Computer Science,6.6,78,7.0,3.6,85,73,82,0,88,65,78.6,85.26,Computer Science,AI Engineer,Excellent,Eligible
Computer Science,4.5,80,6.3,5.2,75,58,55,0,63,79,66.0,67.01,English,Content Writer,Average,Eligible
Biology,3.0,67,5.5,4.0,56,64,65,67,0,54,61.2,55.21,Biology,Biomedical Researcher,Average,Shortage
Biology,6.5,89,7.5,3.1,89,81,79,71,0,71,78.2,85.75,Mathematics,Financial Analyst,Excellent,Eligible
Biology,3.3,79,5.8,5.7,75,61,48,64,0,75,64.6,61.69,Mathematics,Financial Analyst,Average,Eligible
Computer Science,4.0,82,7.0,5.8,72,74,60,0,57,79,68.4,71.34,English,Lawyer,Good,Eligible
Computer Science,5.2,87,7.2,2.7,83,80,68,0,72,85,77.6,84.89,English,Content Writer,Good,Eligible
Computer Science,3.3,66,4.8,7.0,42,52,34,0,32,44,40.8,32.39,Physics,Mechanical Engineer,Needs Improvement,Shortage
Computer Science,5.5,85,7.2,2.3,79,76,82,0,76,77,78.0,83.7,Chemistry,Chemical Engineer,Good,Eligible
Computer Science,4.5,81,6.9,5.6,54,64,67,0,56,61,60.4,63.38,Chemistry,Pharmacist,Average,Eligible
Computer Science,6.2,77,6.7,3.6,79,81,68,0,70,65,72.6,77.11,Physics,Mechanical Engineer,Good,Eligible
Computer Science,3.6,77,6.6,5.3,72,54,65,0,71,79,68.2,66.21,English,Teacher,Average,Eligible
Computer Science,5.5,83,6.7,2.3,82,83,72,0,80,65,76.4,75.73,Physics,Electrical Engineer,Good,Eligible
Biology,4.0,68,7.3,4.6,55,71,59,58,0,71,62.8,62.61,Physics,Mechanical Engineer,Average,Shortage
Biology,5.7,87,8.0,3.2,87,80,76,72,0,79,78.8,84.93,Mathematics,Statistician,Good,Eligible
Biology,4.1,67,5.9,5.7,69,70,57,52,0,80,65.6,65.06,English,Lawyer,Average,Shortage
Computer Science,6.8,76,7.7,2.4,77,77,83,0,90,84,82.2,88.61,Computer Science,Software Engineer,Excellent,Eligible
Biology,5.7,83,7.0,2.3,79,81,75,80,0,86,80.2,82.35,English,Content Writer,Good,Eligible
Biology,7.3,94,7.1,0.6,87,92,99,87,0,83,89.6,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,4.0,76,6.2,5.6,59,58,74,59,0,73,64.6,68.67,Chemistry,Forensic Scientist,Average,Eligible
Computer Science,1.5,41,5.2,5.1,37,36,45,0,32,42,38.4,26.85,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,3.5,74,6.4,4.7,72,57,54,0,77,76,67.2,61.41,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,1.0,29,4.5,8.8,39,42,42,28,0,45,39.2,21.62,English,Journalist,Needs Improvement,Shortage
Computer Science,9.1,99,7.2,1.6,98,88,86,0,85,94,90.2,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,4.7,77,7.5,3.4,57,67,72,51,0,64,62.2,64.02,Chemistry,Pharmacist,Average,Eligible
Computer Science,6.7,80,7.1,2.5,70,75,78,0,87,78,77.6,84.15,Computer Science,AI Engineer,Good,Eligible
Biology,4.3,66,6.9,3.9,67,69,68,60,0,55,63.8,60.7,Physics,Research Scientist,Average,Shortage
Computer Science,5.5,76,7.3,3.4,75,70,87,0,72,77,76.2,79.69,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,5.1,87,7.0,2.4,90,72,72,0,87,73,78.8,81.6,Mathematics,Actuary,Good,Eligible
Computer Science,2.1,51,5.3,6.6,54,52,36,0,54,53,49.8,37.78,Mathematics,Data Scientist,Needs Improvement,Shortage
Biology,4.3,82,6.5,3.9,72,69,50,52,0,65,61.6,64.13,Mathematics,Financial Analyst,Average,Eligible
Biology,3.8,60,6.9,4.9,65,50,62,74,0,73,64.8,60.24,Biology,Doctor,Average,Shortage
Computer Science,9.2,98,7.7,0.9,97,90,100,0,99,95,96.2,100.0,Chemistry,Materials Scientist,Excellent,Eligible
Biology,5.4,77,7.9,2.6,89,81,68,76,0,72,77.2,82.03,Mathematics,Financial Analyst,Good,Eligible
Computer Science,9.6,91,7.6,0.5,92,93,100,0,97,89,94.2,100.0,Chemistry,Materials Scientist,Excellent,Eligible
Biology,3.7,69,7.0,5.5,71,58,58,67,0,75,65.8,60.63,English,Teacher,Average,Shortage
Biology,4.9,80,6.0,3.3,71,66,71,64,0,59,66.2,67.72,Mathematics,Data Scientist,Average,Eligible
Computer Science,4.2,70,7.3,3.2,53,57,68,0,70,75,64.6,63.14,English,Journalist,Average,Shortage
Computer Science,3.8,63,7.5,5.7,60,61,69,0,73,62,65.0,60.46,Computer Science,AI Engineer,Average,Shortage
Biology,3.4,65,6.1,3.9,57,53,58,75,0,78,64.2,61.86,English,Journalist,Average,Shortage
Computer Science,1.8,25,4.5,8.4,41,15,17,0,28,29,26.0,8.88,Mathematics,Financial Analyst,Needs Improvement,Shortage
Computer Science,2.5,42,5.6,7.5,44,35,53,0,48,64,48.8,36.57,English,Teacher,Needs Improvement,Shortage
Biology,1.8,51,5.7,6.0,30,59,35,44,0,59,45.4,30.76,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,2.5,63,5.2,5.4,47,56,39,0,47,65,50.8,41.88,English,Lawyer,Needs Improvement,Shortage
Computer Science,4.5,77,6.4,5.3,60,50,67,0,54,75,61.2,61.82,English,Teacher,Average,Eligible
Computer Science,5.1,85,7.8,2.8,70,83,89,0,83,66,78.2,83.67,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,3.1,69,6.0,5.5,72,69,51,0,54,65,62.2,56.12,Mathematics,Data Scientist,Average,Shortage
Computer Science,2.5,59,6.3,6.7,35,34,39,0,43,51,40.4,31.21,English,Lawyer,Needs Improvement,Shortage
Biology,3.4,61,6.9,5.5,54,74,74,64,0,56,64.4,56.31,Physics,Aerospace Engineer,Average,Shortage
Biology,8.2,95,8.4,0.7,94,99,83,99,0,86,92.2,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Biology,7.1,93,8.5,1.3,95,98,90,100,0,92,95.0,100.0,Biology,Doctor,Excellent,Eligible
Biology,2.7,53,5.3,5.4,50,41,52,50,0,38,46.2,37.34,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Biology,7.3,96,7.3,1.3,95,90,93,95,0,89,92.4,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,7.3,99,8.1,1.6,98,87,86,89,0,89,89.8,98.3,Mathematics,Data Scientist,Excellent,Eligible
Biology,8.7,94,8.0,0.9,94,97,91,93,0,89,92.8,100.0,Physics,Research Scientist,Excellent,Eligible
Biology,3.8,70,6.9,5.2,51,52,72,73,0,68,63.2,58.37,Biology,Biotechnologist,Average,Shortage
Computer Science,4.0,82,5.7,4.3,69,69,49,0,56,71,62.8,64.8,English,Lawyer,Average,Eligible
Computer Science,5.8,76,7.3,2.9,71,77,84,0,71,82,77.0,79.51,Chemistry,Materials Scientist,Good,Eligible
Computer Science,7.4,94,7.9,0.9,93,90,83,0,100,86,90.4,99.36,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,3.0,54,5.8,7.8,46,41,56,47,0,43,46.6,36.97,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,4.0,62,6.9,3.2,53,50,75,0,54,72,60.8,59.27,Chemistry,Materials Scientist,Average,Shortage
Computer Science,1.0,50,4.1,7.6,37,34,16,0,32,33,30.4,11.69,Mathematics,Financial Analyst,Needs Improvement,Shortage
Computer Science,6.6,87,7.8,3.7,81,79,81,0,70,73,76.8,86.48,Mathematics,Actuary,Excellent,Eligible
Biology,2.7,64,4.6,6.2,41,36,32,31,0,37,35.4,28.61,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,5.5,76,7.2,2.5,90,82,84,0,70,88,82.8,89.4,Mathematics,Actuary,Excellent,Eligible
Biology,3.3,79,7.3,4.9,72,59,61,66,0,69,65.4,67.15,Mathematics,Financial Analyst,Average,Eligible
Computer Science,3.2,62,7.1,3.6,70,72,72,0,70,70,70.8,67.35,Physics,Mechanical Engineer,Average,Shortage
Biology,3.9,75,7.1,4.5,67,57,70,73,0,78,69.0,72.53,English,Lawyer,Good,Eligible
Computer Science,5.9,75,7.8,4.0,83,83,90,0,72,68,79.2,83.62,Chemistry,Pharmacist,Good,Eligible
Biology,7.7,88,7.6,1.1,94,90,87,88,0,87,89.2,96.83,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,4.0,71,6.8,3.0,70,72,69,0,64,60,67.0,63.89,Physics,Mechanical Engineer,Average,Shortage
Biology,4.4,73,6.5,3.3,57,61,55,56,0,53,56.4,53.76,Physics,Aerospace Engineer,Average,Shortage
Computer Science,4.4,66,5.5,3.2,74,62,74,0,75,56,68.2,62.16,Computer Science,AI Engineer,Average,Shortage
Computer Science,4.2,82,6.3,5.4,64,50,68,0,67,59,61.6,62.45,Chemistry,Materials Scientist,Average,Eligible
Biology,2.1,64,4.9,6.9,40,41,41,60,0,64,49.2,41.43,English,Lawyer,Needs Improvement,Shortage
Biology,9.1,98,7.5,0.9,89,92,99,88,0,93,92.2,100.0,Chemistry,Materials Scientist,Excellent,Eligible
Biology,2.5,58,5.6,7.1,31,34,50,55,0,59,45.8,37.23,English,Journalist,Needs Improvement,Shortage
Computer Science,5.2,80,7.7,2.8,90,87,74,0,82,87,84.0,90.51,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,7.8,99,7.5,1.4,98,87,97,0,100,80,92.4,100.0,Computer Science,AI Engineer,Excellent,Eligible
Biology,3.2,74,5.8,6.0,56,75,54,51,0,54,58.0,53.71,Physics,Mechanical Engineer,Average,Shortage
Computer Science,4.8,81,5.9,4.2,68,57,69,0,53,62,61.8,63.0,Chemistry,Materials Scientist,Average,Eligible
Biology,9.0,98,7.1,2.2,96,97,98,100,0,92,96.6,100.0,Biology,Biomedical Researcher,Excellent,Eligible
Computer Science,6.4,82,7.8,3.8,80,74,68,0,76,73,74.2,79.6,Mathematics,Actuary,Good,Eligible
Biology,9.7,91,7.8,1.4,100,100,83,88,0,89,92.0,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,8.2,100,7.3,1.9,85,93,87,0,88,84,87.4,97.3,Physics,Electrical Engineer,Excellent,Eligible
Biology,1.9,60,4.8,6.4,59,51,45,51,0,36,48.4,36.59,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,8.9,93,8.2,0.9,94,96,90,0,85,85,90.0,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Biology,3.3,66,6.0,3.1,70,65,72,58,0,54,63.8,57.69,Chemistry,Pharmacist,Average,Shortage
Biology,4.3,68,6.7,3.2,51,57,66,52,0,65,58.2,55.42,Chemistry,Materials Scientist,Average,Shortage
Computer Science,6.4,83,6.9,3.5,82,78,77,0,72,69,75.6,78.99,Mathematics,Data Scientist,Good,Eligible
Biology,3.1,56,4.9,8.0,55,34,37,45,0,60,46.2,30.35,English,Lawyer,Needs Improvement,Shortage
Computer Science,5.9,89,7.2,2.1,77,84,78,0,90,86,83.0,90.59,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,2.6,40,5.0,7.9,39,60,46,0,42,42,45.8,35.13,Physics,Electrical Engineer,Needs Improvement,Shortage
Biology,7.2,88,8.0,1.3,97,92,96,88,0,84,91.4,100.0,Mathematics,Statistician,Excellent,Eligible
Computer Science,8.0,98,8.4,0.7,91,91,85,0,92,94,90.6,100.0,English,Teacher,Excellent,Eligible
Computer Science,1.9,43,5.3,8.8,40,38,30,0,27,24,31.8,15.45,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,4.3,81,7.0,5.1,68,55,69,0,58,64,62.8,65.88,Chemistry,Forensic Scientist,Average,Eligible
Computer Science,3.8,79,6.0,5.8,56,63,63,0,57,50,57.8,57.48,Physics,Research Scientist,Average,Eligible
Computer Science,3.1,74,6.5,3.3,75,61,68,0,54,58,63.2,58.11,Mathematics,Data Scientist,Average,Shortage
Biology,5.0,80,7.5,3.1,78,75,68,84,0,86,78.2,83.06,English,Lawyer,Good,Eligible
Computer Science,8.4,96,8.3,2.2,98,98,85,0,85,83,89.8,98.95,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,4.4,76,5.6,3.8,71,69,51,0,68,59,63.6,65.53,Mathematics,Actuary,Average,Eligible
Computer Science,5.9,80,7.5,2.5,87,78,77,0,82,72,79.2,82.92,Mathematics,Statistician,Good,Eligible
Biology,9.6,89,7.5,1.0,97,96,84,100,0,89,93.2,100.0,Biology,Biotechnologist,Excellent,Eligible
Biology,3.3,56,5.9,5.4,41,59,59,60,0,56,55.0,43.31,Biology,Doctor,Needs Improvement,Shortage
Computer Science,6.8,87,7.2,2.4,87,77,86,0,85,65,80.0,88.03,Mathematics,Statistician,Excellent,Eligible
Biology,7.0,99,8.3,2.4,95,92,98,91,0,88,92.8,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,2.5,50,6.4,5.5,39,40,57,56,0,48,48.0,37.62,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Computer Science,4.4,79,6.2,3.0,65,74,74,0,56,66,67.0,69.93,Physics,Electrical Engineer,Average,Eligible
Biology,2.5,65,5.6,7.2,58,49,59,59,0,47,54.4,48.54,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Biology,2.0,50,4.6,7.4,35,30,34,50,0,59,41.6,28.04,English,Journalist,Needs Improvement,Shortage
Biology,8.4,99,8.0,1.4,93,85,92,99,0,81,90.0,98.92,Biology,Biotechnologist,Excellent,Eligible
Biology,1.4,31,4.4,9.0,31,31,43,27,0,37,33.8,16.54,Chemistry,Pharmacist,Needs Improvement,Shortage
Computer Science,5.1,82,7.3,2.5,71,83,84,0,79,78,79.0,83.28,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,8.9,89,8.4,0.9,96,88,98,0,90,84,91.2,100.0,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,3.0,69,6.1,5.5,64,72,52,0,50,53,58.2,53.13,Physics,Research Scientist,Average,Shortage
Computer Science,7.9,96,8.4,2.1,99,89,86,0,93,88,91.0,99.71,Mathematics,Data Scientist,Excellent,Eligible
Biology,8.8,89,7.7,1.8,88,86,95,100,0,95,92.8,100.0,Biology,Doctor,Excellent,Eligible
Biology,3.4,71,6.3,3.6,73,66,57,74,0,50,64.0,55.48,Biology,Biomedical Researcher,Average,Shortage
Computer Science,6.2,81,6.6,2.3,74,88,68,0,92,76,79.6,82.49,Computer Science,Cybersecurity Analyst,Good,Eligible
Computer Science,4.6,66,5.8,5.5,74,55,75,0,54,60,63.6,58.09,Chemistry,Pharmacist,Average,Shortage
Computer Science,7.2,94,7.5,1.4,97,96,90,0,95,94,94.4,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,8.5,96,7.5,1.0,95,85,87,89,0,82,87.6,99.76,Mathematics,Actuary,Excellent,Eligible
Biology,7.0,82,7.8,2.5,73,81,87,79,0,81,80.2,87.15,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,3.2,72,7.2,5.9,64,50,54,71,0,56,59.0,50.89,Biology,Microbiologist,Average,Shortage
Computer Science,2.5,44,5.7,5.7,40,56,58,0,59,47,52.0,44.8,Computer Science,Software Engineer,Needs Improvement,Shortage
Computer Science,8.7,89,7.4,2.3,90,100,85,0,90,81,89.2,98.56,Physics,Research Scientist,Excellent,Eligible
Biology,4.6,62,5.6,5.0,63,70,62,67,0,76,67.6,63.99,English,Lawyer,Average,Shortage
Biology,5.3,82,7.9,3.2,86,85,74,75,0,68,77.6,82.61,Mathematics,Actuary,Good,Eligible
Computer Science,4.7,67,5.9,4.4,64,67,62,0,72,58,64.6,61.84,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,4.9,60,6.4,4.5,61,67,56,63,0,73,64.0,62.01,English,Content Writer,Average,Shortage
Biology,5.6,76,7.0,2.6,79,76,69,79,0,80,76.6,81.65,English,Teacher,Good,Eligible
Computer Science,4.8,63,6.5,4.2,70,57,61,0,67,73,65.6,64.84,English,Journalist,Average,Shortage
Biology,6.7,82,7.2,2.7,87,76,84,76,0,81,80.8,85.16,Mathematics,Statistician,Excellent,Eligible
Biology,5.0,77,7.0,3.3,77,86,69,77,0,87,79.2,84.94,English,Lawyer,Good,Eligible
Computer Science,4.7,63,6.3,3.2,70,60,57,0,65,61,62.6,60.85,Mathematics,Actuary,Average,Shortage
Computer Science,7.2,92,7.1,1.5,90,97,86,0,86,83,88.4,98.05,Physics,Electrical Engineer,Excellent,Eligible
Computer Science,4.0,68,6.9,5.6,64,65,58,0,77,68,66.4,65.14,Computer Science,Software Engineer,Average,Shortage
Computer Science,6.4,77,7.0,2.8,83,78,74,0,85,83,80.6,82.99,Computer Science,Cybersecurity Analyst,Good,Eligible
Biology,2.3,50,5.4,5.5,48,58,52,36,0,63,51.4,42.76,English,Teacher,Needs Improvement,Shortage
Computer Science,2.7,53,4.7,7.6,42,38,47,0,62,49,47.6,33.26,Computer Science,AI Engineer,Needs Improvement,Shortage
Computer Science,2.4,62,5.8,6.0,53,50,39,0,63,43,49.6,44.24,Computer Science,Software Engineer,Needs Improvement,Shortage
Biology,4.5,68,5.9,3.2,55,68,58,59,0,80,64.0,61.87,English,Lawyer,Average,Shortage
Biology,7.0,79,7.8,3.6,71,75,86,75,0,72,75.8,81.76,Chemistry,Materials Scientist,Good,Eligible
Computer Science,4.8,80,6.2,4.7,55,70,53,0,64,65,61.4,62.0,Physics,Research Scientist,Average,Eligible
Biology,9.5,96,8.0,1.3,95,95,97,99,0,94,96.0,100.0,Biology,Biotechnologist,Excellent,Eligible
Biology,4.3,78,6.6,4.6,51,53,58,72,0,57,58.2,62.05,Biology,Biotechnologist,Average,Eligible
Computer Science,4.3,70,7.2,5.5,65,69,58,0,70,67,65.8,65.45,Computer Science,Software Engineer,Average,Shortage
Computer Science,3.4,82,7.4,4.7,73,75,56,0,74,52,66.0,64.91,Physics,Electrical Engineer,Average,Eligible
Biology,6.3,77,7.2,3.2,75,70,72,74,0,76,73.4,77.18,English,Journalist,Good,Eligible
Biology,5.2,78,7.2,2.5,72,71,70,86,0,85,76.8,79.71,Biology,Biotechnologist,Good,Eligible
Computer Science,1.5,45,3.9,7.9,25,31,23,0,42,46,33.4,22.75,English,Journalist,Needs Improvement,Shortage
Biology,1.8,62,6.5,7.7,53,51,36,49,0,58,49.4,42.05,English,Journalist,Needs Improvement,Shortage
Computer Science,2.7,63,6.1,7.5,50,48,54,0,63,42,51.4,45.63,Computer Science,AI Engineer,Needs Improvement,Shortage
Computer Science,4.3,60,5.9,4.3,55,55,69,0,72,74,65.0,64.95,English,Lawyer,Average,Shortage
Computer Science,9.3,92,8.1,1.0,89,99,96,0,89,80,90.6,100.0,Physics,Electrical Engineer,Excellent,Eligible
Biology,3.4,77,6.8,3.5,59,51,74,54,0,66,60.8,59.61,Chemistry,Materials Scientist,Average,Eligible
Computer Science,7.7,98,7.1,2.2,97,95,94,0,89,81,91.2,99.24,Mathematics,Actuary,Excellent,Eligible
Computer Science,3.1,64,6.1,5.7,51,55,67,0,50,69,58.4,54.3,English,Teacher,Average,Shortage
Computer Science,9.8,100,7.2,2.3,89,96,89,0,99,88,92.2,100.0,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Computer Science,6.7,81,6.5,3.5,74,74,74,0,81,67,74.0,78.6,Computer Science,Software Engineer,Good,Eligible
Biology,5.0,69,7.5,3.4,50,68,70,51,0,54,58.6,57.9,Chemistry,Pharmacist,Average,Shortage
Biology,5.3,81,7.3,2.9,88,73,74,89,0,77,80.2,79.91,Biology,Biomedical Researcher,Good,Eligible
Computer Science,5.5,90,8.0,2.5,78,84,88,0,78,67,79.0,83.15,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,5.4,75,7.0,3.7,85,71,88,0,70,73,77.4,80.81,Chemistry,Pharmacist,Good,Eligible
Computer Science,5.8,88,7.7,3.3,76,72,83,0,85,66,76.4,78.68,Computer Science,AI Engineer,Good,Eligible
Biology,2.0,54,5.2,5.5,48,59,55,45,0,52,51.8,44.03,Physics,Electrical Engineer,Needs Improvement,Shortage
Biology,4.1,73,7.2,4.4,66,74,53,68,0,72,66.6,63.73,Physics,Electrical Engineer,Average,Shortage
Biology,7.1,89,8.2,1.4,98,85,92,85,0,86,89.2,96.29,Mathematics,Financial Analyst,Excellent,Eligible
Biology,7.8,93,8.3,1.8,90,91,95,86,0,82,88.8,96.35,Chemistry,Pharmacist,Excellent,Eligible
Biology,6.1,85,8.0,3.5,75,71,68,87,0,72,74.6,82.88,Biology,Biomedical Researcher,Good,Eligible
Biology,6.6,80,7.9,2.1,84,79,85,83,0,66,79.4,85.02,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,3.9,66,7.2,5.4,70,73,69,74,0,75,72.2,68.98,English,Content Writer,Average,Shortage
Computer Science,6.2,90,7.2,2.9,88,76,89,0,78,72,80.6,91.23,Chemistry,Forensic Scientist,Excellent,Eligible
