study_hours,attendance,sleep_hours,internet_usage,number_of_subjects,average_subject_score,highest_subject_score,lowest_subject_score,score_consistency,previous_overall_score,exam_score,performance_level,attendance_status
3.8,71,6.4,4.5,7,63.43,71.0,55.0,5.95,71.31,59.07,Average,Shortage
8.6,89,8.4,0.5,4,89.75,95.0,85.0,3.7,98.61,100.0,Excellent,Eligible
7.2,94,7.3,0.9,4,89.5,98.0,85.0,5.02,91.04,98.72,Excellent,Eligible
9.9,95,7.6,2.2,4,92.5,100.0,86.0,5.72,88.83,100.0,Excellent,Eligible
5.0,71,6.4,4.9,3,61.67,74.0,54.0,8.81,67.74,59.17,Average,Shortage
7.2,90,7.2,1.4,6,91.67,96.0,87.0,3.3,83.17,96.71,Excellent,Eligible
4.7,62,6.8,5.9,5,63.2,67.0,52.0,5.71,71.44,61.84,Average,Shortage
3.5,82,7.4,3.3,8,68.25,75.0,60.0,5.24,71.94,71.88,Good,Eligible
8.2,89,7.5,1.0,7,95.71,100.0,91.0,2.71,99.1,100.0,Excellent,Eligible
2.5,68,5.7,6.8,7,46.14,60.0,34.0,8.82,36.43,36.08,Needs Improvement,Shortage
8.8,89,7.1,2.0,3,87.67,90.0,85.0,2.05,81.19,95.63,Excellent,Eligible
1.9,63,5.6,5.2,8,52.88,63.0,40.0,6.92,43.41,43.69,Needs Improvement,Shortage
3.3,68,6.0,6.0,7,49.43,60.0,31.0,8.7,58.96,47.89,Needs Improvement,Shortage
4.4,74,7.3,5.8,8,64.12,78.0,51.0,9.71,68.19,64.42,Average,Shortage
5.5,90,6.9,2.5,3,86.67,92.0,80.0,4.99,94.34,94.43,Excellent,Eligible
9.0,88,7.7,1.6,6,92.17,100.0,85.0,5.81,86.18,99.55,Excellent,Eligible
6.4,76,7.8,2.9,8,84.38,92.0,71.0,7.14,92.33,93.37,Excellent,Eligible
3.7,75,7.3,4.2,8,62.0,75.0,50.0,9.19,58.42,64.1,Average,Eligible
5.0,78,7.9,3.4,4,84.0,90.0,77.0,4.64,79.99,85.42,Excellent,Eligible
8.3,92,7.1,1.5,7,92.71,100.0,88.0,4.98,84.08,100.0,Excellent,Eligible
2.8,57,5.2,7.2,5,37.0,46.0,30.0,6.39,39.99,25.19,Needs Improvement,Shortage
8.8,100,8.4,1.1,4,88.75,93.0,85.0,3.03,90.24,98.33,Excellent,Eligible
5.5,79,7.7,3.8,6,78.33,86.0,71.0,5.44,77.81,82.26,Good,Eligible
4.6,67,6.0,3.4,4,65.0,78.0,51.0,9.62,65.25,61.58,Average,Shortage
4.5,61,7.2,4.7,6,63.67,74.0,53.0,8.38,61.97,59.93,Average,Shortage
7.8,93,7.9,1.5,3,91.67,100.0,85.0,6.24,87.28,98.5,Excellent,Eligible
3.8,77,5.9,5.8,3,62.33,66.0,60.0,2.62,69.5,64.59,Average,Eligible
3.1,67,7.2,5.1,8,67.0,78.0,50.0,10.46,73.29,65.4,Average,Shortage
0.8,28,5.0,9.3,5,27.6,35.0,17.0,6.37,18.26,8.86,Needs Improvement,Shortage
4.3,69,6.3,5.9,4,73.0,76.0,68.0,3.0,69.21,68.97,Average,Shortage
9.5,92,7.1,1.9,5,90.0,96.0,85.0,3.63,96.31,100.0,Excellent,Eligible
6.9,90,7.7,3.4,8,84.12,92.0,75.0,4.94,80.44,88.43,Excellent,Eligible
3.3,70,7.2,4.1,7,70.86,78.0,60.0,5.87,64.41,63.32,Average,Shortage
7.6,95,7.1,0.7,8,94.62,100.0,85.0,4.53,100.0,100.0,Excellent,Eligible
8.7,97,7.3,0.8,8,90.5,99.0,85.0,3.74,85.36,100.0,Excellent,Eligible
3.0,42,5.0,7.1,3,40.67,52.0,35.0,8.01,47.02,28.79,Needs Improvement,Shortage
3.5,80,6.8,3.4,8,71.75,78.0,62.0,5.38,68.56,68.45,Average,Eligible
2.3,69,4.7,5.1,7,55.71,65.0,41.0,7.32,52.59,44.02,Needs Improvement,Shortage
9.5,91,8.5,2.0,3,93.0,100.0,87.0,5.35,89.0,99.0,Excellent,Eligible
3.3,74,6.5,4.4,8,65.38,75.0,50.0,8.4,70.06,62.24,Average,Shortage
3.2,64,7.2,3.3,6,64.67,77.0,52.0,9.36,68.08,62.34,Average,Shortage
6.0,89,7.2,3.4,4,79.75,88.0,71.0,6.65,89.28,91.0,Excellent,Eligible
4.6,81,5.9,4.8,5,69.2,75.0,52.0,8.7,64.66,70.55,Good,Eligible
8.3,88,7.6,0.6,6,94.33,98.0,87.0,3.59,95.77,100.0,Excellent,Eligible
8.0,100,8.2,0.6,6,95.5,99.0,89.0,3.3,100.0,100.0,Excellent,Eligible
6.1,90,7.8,2.7,6,80.5,87.0,71.0,5.32,87.72,88.98,Excellent,Eligible
3.8,70,7.2,3.9,5,68.6,77.0,52.0,8.73,69.41,64.8,Average,Shortage
3.5,80,6.6,4.6,4,63.5,73.0,54.0,7.43,66.39,66.7,Average,Eligible
4.5,71,7.0,5.2,6,60.0,70.0,50.0,7.05,60.6,59.91,Average,Shortage
5.3,78,6.9,2.8,5,83.0,90.0,71.0,6.96,88.22,86.13,Excellent,Eligible
6.3,82,6.8,3.3,7,78.43,91.0,70.0,6.32,69.46,79.98,Good,Eligible
0.8,45,3.6,7.7,4,28.75,35.0,23.0,4.38,20.18,9.46,Needs Improvement,Shortage
7.0,94,8.4,2.3,6,96.17,100.0,86.0,5.37,96.82,100.0,Excellent,Eligible
2.0,48,5.5,6.5,8,52.0,64.0,36.0,8.4,55.79,44.68,Needs Improvement,Shortage
4.2,65,5.8,3.5,4,66.75,72.0,58.0,5.36,69.96,66.81,Average,Shortage
5.5,87,7.1,2.6,6,82.0,89.0,77.0,4.47,88.14,91.79,Excellent,Eligible
3.9,75,6.1,4.1,3,63.33,75.0,50.0,10.27,66.08,62.73,Average,Eligible
9.8,100,8.4,2.4,6,92.17,99.0,85.0,4.88,89.61,99.11,Excellent,Eligible
9.7,93,7.4,1.5,4,90.5,100.0,85.0,5.94,93.12,100.0,Excellent,Eligible
7.5,91,7.5,0.7,3,89.0,93.0,85.0,3.27,86.31,99.55,Excellent,Eligible
7.0,98,7.8,0.8,8,95.5,99.0,92.0,2.55,95.76,100.0,Excellent,Eligible
4.8,69,7.4,5.8,5,58.8,65.0,51.0,4.71,58.7,57.5,Average,Shortage
4.3,70,6.2,4.1,7,59.71,71.0,52.0,6.8,55.01,52.99,Average,Shortage
2.1,52,5.4,6.1,3,49.0,57.0,34.0,10.61,42.03,37.13,Needs Improvement,Shortage
2.1,64,4.8,6.5,4,38.75,49.0,31.0,6.5,47.71,32.8,Needs Improvement,Shortage
6.7,83,7.3,3.3,4,73.75,83.0,70.0,5.36,80.81,83.38,Good,Eligible
7.5,96,7.7,2.4,4,93.5,99.0,91.0,3.2,89.28,100.0,Excellent,Eligible
9.5,88,7.0,1.7,4,90.0,95.0,86.0,3.24,88.05,100.0,Excellent,Eligible
3.5,77,6.7,5.1,4,56.75,65.0,51.0,5.67,66.58,60.2,Average,Eligible
5.0,60,6.2,5.1,4,57.25,65.0,51.0,5.31,65.38,59.8,Average,Shortage
3.1,71,5.7,3.2,3,58.0,63.0,52.0,4.55,55.78,52.84,Average,Shortage
8.5,91,8.2,2.2,4,92.0,98.0,89.0,3.54,84.9,99.16,Excellent,Eligible
5.6,78,7.3,2.4,7,82.14,92.0,70.0,8.46,77.21,84.93,Good,Eligible
1.6,51,6.3,6.6,7,44.0,52.0,36.0,6.8,38.73,27.59,Needs Improvement,Shortage
4.4,63,7.0,3.3,7,63.71,78.0,50.0,9.81,56.19,60.94,Average,Shortage
8.4,88,7.7,1.9,6,90.83,99.0,85.0,5.9,98.14,100.0,Excellent,Eligible
8.0,93,8.1,1.5,3,92.0,94.0,90.0,1.63,100.0,100.0,Excellent,Eligible
8.2,96,7.2,1.6,4,92.0,94.0,88.0,2.35,86.59,100.0,Excellent,Eligible
4.2,60,6.2,4.5,5,56.8,66.0,51.0,5.78,63.82,55.47,Average,Shortage
2.3,63,6.4,5.7,4,43.25,54.0,30.0,8.93,44.5,37.96,Needs Improvement,Shortage
4.6,78,6.0,3.3,4,68.5,78.0,58.0,8.65,58.54,67.09,Average,Eligible
4.4,80,5.8,3.7,8,58.75,72.0,50.0,8.23,57.81,57.79,Average,Eligible
3.1,63,6.8,5.7,5,69.6,77.0,54.0,8.24,73.22,66.56,Average,Shortage
4.0,75,7.5,4.9,4,66.75,75.0,56.0,8.04,63.85,70.05,Good,Eligible
4.7,72,6.0,5.7,8,63.25,78.0,51.0,10.39,55.27,56.18,Average,Shortage
1.9,41,5.5,5.6,6,48.83,59.0,35.0,10.24,38.97,36.75,Needs Improvement,Shortage
0.8,40,4.6,9.6,5,27.4,45.0,15.0,11.81,17.45,10.81,Needs Improvement,Shortage
5.4,77,6.6,3.4,4,87.0,92.0,80.0,4.58,86.39,88.62,Excellent,Eligible
8.3,98,7.4,1.0,7,94.29,100.0,86.0,4.68,85.21,100.0,Excellent,Eligible
7.7,98,7.5,1.7,3,91.67,94.0,90.0,1.7,100.0,100.0,Excellent,Eligible
6.3,80,7.0,3.1,7,82.86,92.0,71.0,7.02,78.65,89.23,Excellent,Eligible
3.3,79,6.0,4.7,3,71.67,77.0,69.0,3.77,73.02,68.46,Average,Eligible
5.8,90,6.8,2.1,6,80.0,88.0,70.0,6.9,75.36,82.15,Good,Eligible
9.4,96,7.1,1.5,3,90.33,96.0,87.0,4.03,92.69,100.0,Excellent,Eligible
3.3,62,5.6,3.2,3,63.33,76.0,50.0,10.62,64.18,60.59,Average,Shortage
6.2,78,7.9,2.7,8,80.25,89.0,72.0,5.29,81.03,86.2,Excellent,Eligible
4.7,66,6.7,3.9,7,64.43,74.0,50.0,10.29,63.64,59.46,Average,Shortage
7.6,90,7.5,1.9,3,96.33,98.0,94.0,1.7,100.0,100.0,Excellent,Eligible
6.2,76,7.9,3.4,7,82.29,87.0,76.0,3.77,92.08,91.75,Excellent,Eligible
4.3,70,7.1,4.2,5,64.8,77.0,53.0,9.68,56.58,63.56,Average,Shortage
8.5,98,7.7,1.6,4,93.5,100.0,89.0,4.15,97.49,100.0,Excellent,Eligible
5.6,83,7.2,3.4,5,79.8,87.0,73.0,6.27,85.25,85.88,Excellent,Eligible
7.5,96,8.1,2.0,4,93.25,100.0,85.0,5.54,92.4,100.0,Excellent,Eligible
3.3,75,5.8,5.6,6,66.17,78.0,57.0,8.39,68.23,64.49,Average,Eligible
4.2,78,6.1,4.7,8,65.0,76.0,54.0,6.63,60.26,65.17,Average,Eligible
5.1,78,6.7,2.9,7,81.43,91.0,73.0,6.76,79.96,83.07,Good,Eligible
4.2,72,6.3,4.7,5,72.4,77.0,69.0,2.8,78.82,74.79,Good,Shortage
9.2,92,7.6,0.7,6,94.17,98.0,90.0,2.91,93.17,100.0,Excellent,Eligible
3.9,82,6.7,4.5,7,66.86,75.0,62.0,4.19,66.35,67.25,Average,Eligible
5.4,81,7.4,2.2,3,76.0,79.0,71.0,3.56,82.83,83.34,Good,Eligible
2.4,40,4.7,6.0,6,42.0,52.0,31.0,8.79,44.96,31.24,Needs Improvement,Shortage
6.0,90,7.1,2.5,8,78.38,91.0,72.0,7.09,78.04,82.32,Good,Eligible
6.1,78,7.3,3.5,5,75.6,82.0,70.0,3.83,84.28,80.18,Good,Eligible
4.6,69,7.1,4.1,4,69.75,76.0,60.0,6.02,66.75,69.13,Average,Shortage
7.1,96,8.0,0.8,7,91.29,98.0,85.0,4.77,98.18,100.0,Excellent,Eligible
7.4,89,7.8,1.7,3,92.0,95.0,87.0,3.56,100.0,100.0,Excellent,Eligible
3.8,65,6.7,5.8,3,65.67,76.0,59.0,7.41,68.55,64.55,Average,Shortage
1.8,34,5.3,9.3,8,31.88,44.0,15.0,9.28,31.04,13.71,Needs Improvement,Shortage
6.2,89,6.6,2.4,5,82.0,87.0,71.0,5.87,76.49,85.56,Excellent,Eligible
5.2,85,6.6,2.7,6,81.83,92.0,73.0,6.47,73.56,84.52,Good,Eligible
8.9,89,8.2,1.1,3,94.0,97.0,92.0,2.16,100.0,100.0,Excellent,Eligible
3.0,62,4.7,7.7,8,48.12,60.0,38.0,7.93,53.07,40.93,Needs Improvement,Shortage
1.9,67,5.2,6.2,3,42.0,49.0,32.0,7.26,49.7,37.29,Needs Improvement,Shortage
2.1,69,6.5,5.6,7,47.57,62.0,34.0,11.56,53.12,42.04,Needs Improvement,Shortage
2.5,48,5.9,6.5,7,47.29,63.0,34.0,10.44,39.03,32.63,Needs Improvement,Shortage
5.4,77,6.9,3.5,3,88.33,92.0,82.0,4.5,95.83,96.2,Excellent,Eligible
3.2,82,6.2,5.7,5,61.4,75.0,52.0,9.6,64.09,62.27,Average,Eligible
3.6,68,6.7,3.2,6,61.33,73.0,53.0,6.02,63.38,56.48,Average,Shortage
1.8,64,6.4,6.3,4,42.5,59.0,31.0,10.31,41.12,33.13,Needs Improvement,Shortage
4.5,61,5.8,3.2,4,63.5,71.0,60.0,4.39,58.58,61.28,Average,Shortage
3.6,76,6.3,4.3,5,64.4,71.0,51.0,7.36,69.08,65.84,Average,Eligible
6.6,78,6.9,3.3,3,85.33,91.0,74.0,8.01,95.1,94.37,Excellent,Eligible
1.0,23,5.4,9.6,6,30.5,37.0,21.0,5.99,30.02,15.8,Needs Improvement,Shortage
5.3,89,7.7,2.9,4,85.0,92.0,74.0,7.0,76.03,87.2,Excellent,Eligible
3.3,68,6.6,4.3,4,71.0,78.0,55.0,9.35,61.92,62.56,Average,Shortage
1.6,46,3.6,8.6,5,38.4,45.0,23.0,7.94,44.96,22.5,Needs Improvement,Shortage
3.5,80,7.2,4.6,8,60.12,74.0,50.0,7.47,52.45,57.88,Average,Eligible
3.3,73,6.9,5.2,6,59.83,68.0,51.0,6.44,67.42,58.92,Average,Shortage
4.3,66,6.7,4.9,5,67.6,78.0,55.0,8.78,67.54,63.7,Average,Shortage
8.5,88,7.9,1.0,7,89.71,97.0,86.0,3.84,85.1,99.0,Excellent,Eligible
3.7,66,6.6,5.0,7,61.57,75.0,50.0,8.3,52.48,52.42,Average,Shortage
9.1,90,7.4,1.7,6,91.83,97.0,88.0,3.39,100.0,100.0,Excellent,Eligible
5.9,88,7.3,3.6,3,74.33,76.0,73.0,1.25,82.22,83.32,Good,Eligible
5.3,86,6.6,3.6,3,76.0,82.0,71.0,4.55,66.96,76.91,Good,Eligible
3.4,69,6.4,3.9,7,62.57,76.0,52.0,7.67,60.64,54.92,Average,Shortage
5.4,76,6.9,2.2,5,84.4,91.0,78.0,4.22,83.52,83.28,Good,Eligible
8.1,100,8.5,2.4,7,95.29,99.0,87.0,3.81,100.0,100.0,Excellent,Eligible
3.8,60,7.2,5.0,6,67.67,76.0,58.0,6.99,60.51,60.04,Average,Shortage
5.6,78,6.7,2.6,3,82.67,92.0,75.0,7.04,87.11,84.9,Good,Eligible
3.0,69,6.5,7.1,6,56.83,64.0,31.0,11.65,66.46,51.26,Average,Shortage
3.1,70,7.5,4.3,7,66.43,78.0,55.0,8.6,59.51,59.75,Average,Shortage
4.5,74,6.0,4.8,3,75.33,78.0,73.0,2.05,73.32,71.63,Good,Shortage
4.7,80,6.9,5.5,7,64.57,74.0,50.0,7.74,70.08,67.81,Average,Eligible
6.3,86,6.7,3.3,6,79.17,82.0,72.0,3.62,71.95,84.97,Good,Eligible
5.8,84,6.5,3.0,3,78.67,84.0,75.0,3.86,70.62,77.77,Good,Eligible
6.3,86,7.9,2.2,8,81.62,88.0,71.0,5.57,80.24,93.56,Excellent,Eligible
10.0,98,7.9,0.7,4,89.5,95.0,86.0,3.35,81.35,97.83,Excellent,Eligible
6.6,78,6.7,2.1,3,80.67,85.0,77.0,3.3,89.57,89.29,Excellent,Eligible
3.7,60,5.8,4.7,3,58.0,62.0,56.0,2.83,63.95,54.24,Average,Shortage
5.2,80,7.3,3.0,3,81.33,91.0,76.0,6.85,79.48,83.04,Good,Eligible
3.7,73,6.1,3.3,5,65.0,77.0,55.0,9.12,55.49,56.21,Average,Shortage
4.5,71,5.9,3.3,5,64.0,65.0,61.0,1.55,66.12,60.38,Average,Shortage
3.9,71,7.0,4.7,5,57.2,74.0,50.0,8.63,60.37,50.77,Average,Shortage
3.4,69,5.9,5.3,6,67.0,77.0,52.0,10.21,63.57,62.68,Average,Shortage
7.3,99,8.0,0.6,8,94.0,100.0,87.0,4.12,100.0,100.0,Excellent,Eligible
5.3,80,7.1,2.9,7,75.0,82.0,70.0,3.74,80.17,80.57,Good,Eligible
2.4,50,4.7,5.1,8,47.0,65.0,33.0,9.97,45.63,34.55,Needs Improvement,Shortage
3.4,57,5.3,6.7,8,45.0,58.0,30.0,10.67,54.13,37.64,Needs Improvement,Shortage
4.3,65,6.3,4.1,5,65.2,76.0,51.0,9.2,71.14,63.96,Average,Shortage
1.9,41,5.4,5.6,8,49.5,65.0,30.0,11.88,45.8,36.8,Needs Improvement,Shortage
5.1,75,7.9,3.8,7,80.86,91.0,75.0,5.64,85.91,84.31,Good,Eligible
4.3,68,7.5,5.1,3,63.0,72.0,56.0,6.68,64.27,63.59,Average,Shortage
2.9,70,5.1,6.2,5,59.0,62.0,56.0,2.19,62.18,55.99,Average,Shortage
8.9,95,7.9,0.9,8,93.38,99.0,87.0,4.64,94.41,100.0,Excellent,Eligible
4.5,80,7.0,3.3,7,61.57,67.0,53.0,5.04,68.47,67.59,Average,Eligible
9.8,90,8.4,1.0,5,92.0,99.0,86.0,4.9,91.76,100.0,Excellent,Eligible
6.3,82,7.8,2.4,3,79.67,81.0,77.0,1.89,76.12,84.81,Good,Eligible
8.2,93,7.2,2.1,8,92.0,98.0,85.0,3.84,89.52,100.0,Excellent,Eligible
8.5,100,7.3,0.7,4,95.25,98.0,91.0,2.68,96.77,100.0,Excellent,Eligible
3.3,44,4.5,5.3,7,41.71,57.0,31.0,7.83,48.71,30.37,Needs Improvement,Shortage
0.9,31,5.5,7.8,3,26.0,32.0,18.0,5.89,19.19,9.17,Needs Improvement,Shortage
8.2,94,7.1,1.5,8,94.62,99.0,87.0,3.84,90.84,100.0,Excellent,Eligible
8.7,95,7.6,0.7,7,92.57,99.0,86.0,5.29,91.06,100.0,Excellent,Eligible
3.2,64,7.0,3.2,8,65.75,78.0,52.0,9.9,64.6,60.53,Average,Shortage
5.6,76,7.5,3.3,4,82.75,90.0,71.0,7.12,74.58,83.58,Good,Eligible
4.0,81,6.5,5.2,5,73.0,75.0,71.0,1.41,68.65,73.37,Good,Eligible
8.0,95,7.3,1.1,7,90.57,100.0,85.0,4.62,96.88,100.0,Excellent,Eligible
7.8,96,8.1,1.4,6,89.33,98.0,85.0,4.23,99.13,100.0,Excellent,Eligible
5.5,88,7.4,3.8,4,80.0,88.0,70.0,8.12,78.36,85.33,Excellent,Eligible
3.6,76,6.5,3.1,7,56.29,69.0,51.0,6.41,53.19,55.68,Average,Eligible
7.5,99,8.3,1.0,4,91.5,97.0,87.0,4.15,88.32,100.0,Excellent,Eligible
3.1,77,6.9,4.3,5,66.4,78.0,55.0,9.67,59.25,64.21,Average,Eligible
5.0,78,7.6,3.1,8,80.12,92.0,72.0,5.73,85.87,85.1,Excellent,Eligible
4.0,63,6.6,3.2,8,64.38,74.0,52.0,6.5,61.58,58.87,Average,Shortage
8.6,99,7.8,0.5,5,92.2,100.0,88.0,4.12,82.69,100.0,Excellent,Eligible
2.4,58,6.2,7.1,6,52.67,60.0,37.0,7.63,43.14,36.92,Needs Improvement,Shortage
8.8,99,8.1,1.1,6,92.17,98.0,86.0,4.95,87.44,100.0,Excellent,Eligible
2.3,52,4.7,5.9,3,42.33,54.0,31.0,9.39,33.85,25.68,Needs Improvement,Shortage
9.6,88,8.3,2.3,3,96.0,100.0,93.0,2.94,89.64,100.0,Excellent,Eligible
9.0,90,7.2,1.8,4,92.25,99.0,86.0,5.07,89.14,100.0,Excellent,Eligible
2.0,50,5.8,7.5,6,42.33,56.0,35.0,6.72,47.31,32.24,Needs Improvement,Shortage
7.6,89,8.2,1.2,4,93.5,98.0,85.0,5.32,85.81,97.82,Excellent,Eligible
4.5,60,6.4,5.6,5,61.8,73.0,55.0,6.62,53.84,59.67,Average,Shortage
4.1,72,7.2,4.8,8,65.0,77.0,53.0,7.83,59.11,59.92,Average,Shortage
5.2,87,7.0,3.6,7,80.14,88.0,70.0,5.57,71.45,84.34,Good,Eligible
6.8,76,7.7,3.8,5,81.2,91.0,71.0,8.23,72.46,85.2,Excellent,Eligible
5.7,87,7.2,2.9,4,79.0,90.0,70.0,7.45,71.77,80.67,Good,Eligible
1.7,55,6.3,6.8,7,51.43,64.0,35.0,12.87,57.98,39.2,Needs Improvement,Shortage
6.8,75,7.2,3.3,5,83.4,89.0,74.0,5.31,93.17,91.93,Excellent,Eligible
3.7,68,6.5,4.5,4,61.5,70.0,55.0,5.94,53.09,54.53,Average,Shortage
3.5,76,5.6,5.5,5,64.6,77.0,50.0,10.33,59.86,65.1,Average,Eligible
8.7,93,7.8,0.9,3,96.67,99.0,94.0,2.05,100.0,100.0,Excellent,Eligible
5.7,79,7.7,3.2,4,78.25,87.0,74.0,5.31,73.26,77.51,Good,Eligible
3.3,80,7.1,4.6,5,69.0,74.0,54.0,7.59,67.97,68.04,Average,Eligible
6.2,80,7.4,3.1,5,80.6,86.0,72.0,5.31,87.84,85.89,Excellent,Eligible
5.0,79,7.3,2.9,6,78.5,90.0,70.0,7.68,73.84,80.94,Good,Eligible
3.6,62,5.9,4.3,4,57.5,60.0,54.0,2.18,67.41,54.92,Average,Shortage
1.6,42,6.0,6.4,8,48.62,64.0,31.0,12.33,44.05,35.29,Needs Improvement,Shortage
4.2,74,6.3,5.6,6,60.17,75.0,52.0,7.78,62.1,56.25,Average,Shortage
3.7,69,5.6,3.2,8,65.12,76.0,54.0,7.77,64.3,61.82,Average,Shortage
3.0,74,6.2,3.3,6,64.33,71.0,51.0,7.2,60.62,56.1,Average,Shortage
3.7,60,6.8,5.6,8,65.25,73.0,56.0,5.36,66.94,60.45,Average,Shortage
9.6,94,8.5,1.7,7,91.14,99.0,86.0,4.12,93.22,100.0,Excellent,Eligible
5.9,80,7.1,3.7,5,80.0,92.0,70.0,7.82,83.57,82.35,Good,Eligible
4.0,75,6.4,4.9,8,65.88,78.0,50.0,10.19,61.93,66.8,Average,Eligible
3.7,80,6.7,4.3,3,69.0,73.0,64.0,3.74,73.74,66.89,Average,Eligible
3.4,62,7.4,3.7,6,66.67,77.0,54.0,8.98,58.25,59.11,Average,Shortage
8.2,88,8.4,0.8,7,94.0,98.0,86.0,3.7,88.64,100.0,Excellent,Eligible
4.5,74,6.4,4.1,4,67.5,77.0,57.0,7.4,59.5,60.08,Average,Shortage
3.4,75,7.0,4.9,3,65.33,76.0,54.0,8.99,63.13,67.16,Average,Eligible
3.0,72,6.8,4.6,4,66.75,77.0,51.0,10.11,75.44,63.02,Average,Shortage
6.1,89,7.8,2.7,7,73.43,77.0,70.0,2.56,79.1,82.85,Good,Eligible
4.7,81,6.3,3.3,6,60.17,70.0,53.0,6.12,54.72,62.61,Average,Eligible
5.9,86,7.8,2.4,8,82.25,91.0,72.0,6.78,73.93,86.14,Excellent,Eligible
6.2,75,7.7,2.9,7,85.86,91.0,77.0,4.64,78.38,86.63,Excellent,Eligible
4.0,73,5.6,4.3,8,67.0,77.0,51.0,8.7,68.8,64.04,Average,Shortage
1.4,36,4.2,9.7,5,31.8,45.0,19.0,9.02,41.58,16.11,Needs Improvement,Shortage
2.8,63,6.2,7.1,3,47.0,65.0,38.0,12.73,40.63,39.54,Needs Improvement,Shortage
2.7,44,6.0,7.9,7,49.0,62.0,39.0,7.75,50.48,39.43,Needs Improvement,Shortage
3.5,75,6.8,3.4,8,60.75,77.0,51.0,10.16,50.78,57.77,Average,Eligible
7.5,88,8.4,1.8,6,90.5,99.0,86.0,4.39,92.07,100.0,Excellent,Eligible
3.6,62,7.2,5.3,8,64.62,78.0,50.0,10.78,56.36,58.89,Average,Shortage
5.8,80,7.6,3.3,8,79.62,90.0,71.0,5.34,80.68,82.34,Good,Eligible
3.1,67,6.8,4.8,6,58.83,71.0,51.0,7.17,62.65,54.5,Average,Shortage
5.0,81,7.4,2.4,8,77.12,86.0,70.0,4.54,83.66,83.89,Good,Eligible
4.6,68,6.0,5.9,8,66.38,73.0,55.0,6.02,70.85,63.81,Average,Shortage
7.4,93,7.3,0.6,4,91.25,96.0,86.0,4.32,83.82,99.59,Excellent,Eligible
2.9,44,5.3,7.8,7,45.14,63.0,32.0,11.06,36.4,35.15,Needs Improvement,Shortage
9.7,94,8.5,1.9,3,93.67,100.0,89.0,4.64,99.24,100.0,Excellent,Eligible
9.0,91,7.4,2.5,6,94.67,100.0,87.0,4.27,93.13,100.0,Excellent,Eligible
6.5,80,7.9,3.1,7,82.0,91.0,76.0,4.28,77.1,87.25,Excellent,Eligible
0.7,36,3.6,9.4,7,31.86,44.0,16.0,11.1,40.34,15.33,Needs Improvement,Shortage
1.6,48,4.5,5.0,6,48.67,63.0,33.0,9.67,54.18,35.12,Needs Improvement,Shortage
3.2,80,7.0,4.5,5,64.2,76.0,52.0,8.68,57.77,64.64,Average,Eligible
5.1,84,7.1,3.7,5,80.6,90.0,72.0,6.28,72.4,81.5,Good,Eligible
0.8,30,4.3,8.3,7,31.14,45.0,16.0,10.16,37.73,17.11,Needs Improvement,Shortage
7.5,100,7.5,1.5,6,90.0,98.0,85.0,4.4,92.3,99.73,Excellent,Eligible
1.8,24,5.4,9.2,4,22.25,31.0,16.0,5.85,23.09,7.18,Needs Improvement,Shortage
1.1,33,4.2,7.6,7,30.57,37.0,16.0,6.93,32.81,15.85,Needs Improvement,Shortage
7.2,90,8.4,0.6,6,91.5,98.0,88.0,3.64,88.62,96.08,Excellent,Eligible
7.1,88,8.1,0.7,7,90.43,100.0,85.0,5.12,94.9,97.19,Excellent,Eligible
7.9,94,7.7,2.0,6,90.33,97.0,85.0,3.9,88.02,99.66,Excellent,Eligible
5.5,77,8.0,2.0,7,76.86,88.0,70.0,5.77,74.04,80.49,Good,Eligible
4.7,62,6.2,3.6,7,58.14,75.0,50.0,7.7,48.26,54.82,Average,Shortage
6.2,78,7.6,2.3,5,83.6,92.0,78.0,5.46,83.22,90.67,Excellent,Eligible
3.8,74,6.0,3.2,8,60.75,71.0,50.0,6.59,59.79,58.73,Average,Shortage
9.6,98,8.5,1.2,6,91.5,98.0,85.0,4.57,85.38,100.0,Excellent,Eligible
6.8,82,7.3,3.0,3,76.33,78.0,75.0,1.25,74.69,84.33,Good,Eligible
3.4,78,6.7,4.7,4,70.0,78.0,59.0,7.11,70.34,71.62,Good,Eligible
5.6,83,8.0,3.9,4,85.75,92.0,79.0,5.8,79.68,87.74,Excellent,Eligible
5.0,62,7.1,4.0,5,65.4,78.0,52.0,10.48,60.03,63.23,Average,Shortage
0.6,22,4.8,7.2,8,30.38,44.0,15.0,9.73,20.75,9.73,Needs Improvement,Shortage
6.8,87,6.9,3.0,7,84.86,90.0,76.0,4.39,81.15,89.75,Excellent,Eligible
3.2,68,6.3,5.4,8,61.25,77.0,53.0,8.48,67.47,57.67,Average,Shortage
5.6,84,7.6,3.8,7,83.29,92.0,72.0,6.18,75.74,83.75,Good,Eligible
4.5,76,6.1,4.2,3,63.67,78.0,54.0,10.34,59.34,64.16,Average,Eligible
4.2,67,6.9,4.4,4,65.75,77.0,56.0,7.5,69.05,64.16,Average,Shortage
8.5,98,8.4,0.6,5,88.2,93.0,85.0,3.25,89.31,99.77,Excellent,Eligible
1.6,24,4.1,8.3,4,25.75,31.0,20.0,3.96,20.03,4.5,Needs Improvement,Shortage
7.0,95,7.5,2.3,8,92.38,100.0,85.0,5.43,100.0,100.0,Excellent,Eligible
4.0,73,6.4,4.2,7,65.86,73.0,53.0,6.64,70.05,66.86,Average,Shortage
